examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","Se consideră atingere directă:","contactul persoanelor sau animalelor domestice sau de crescătorie cu mase puse accidental sub tensiune datorită unui defect electric","contactul direct al persoanelor sau al animalelor cu părţi active","contactul persoanelor sau animalelor domestice sau de crescătorie cu părţi ale unei instalaţii electrice","b"
"1","Se consideră atingere indirectă:","contactul nemijlocit sau prin intermediul unui element conductor al persoanelor sau animalelor domestice sau de crescătorie cu părţi active ale unei instalaţii electrice","contactul persoanelor sau animalelor domestice sau de crescătorie cu părţi ale unei instalaţii electrice","contact electric al persoanelor sau al animalelor cu părţile conductoare accesibile puse sub tensiune ca urmare a unui defect.","c"
"1","Conform I 7, parte activă a unei instalaţii este:","conductor sau parte conductoare destinată să fie pusă sub tensiune în funcţionare normală","conductorul neutru (N)","conductorul PEN","a"
"1","Conform I 7, parte conductoare accesibilă este:","partea izolantă accesibilă a unui element de construcţie care poate fi atinsă, şi care poate ajunge sub tensiune în caz de defect","parte conductoare a unui echipament, care poate fi atinsă, şi care nu este în mod normal sub tensiune, dar care poate ajunge sub tensiune în cazul unui defect al izolaţiei de bază.","elemente conductoare din instalaţie aflate sub tensiune","b"
"1","Conductorul neutru (N) trebuie să aibă aceeaşi secţiune cu conductorul de fază:","în circuitele monofazate cu două conductoare, indiferent de secţiunea conductoarelor","în circuitele monofazate cu trei conductoare şi în circuitele polifazate ale căror conductoare de fază au secţiunea mai mică sau egală cu 16 mm2Cu sau 25 mm2Al","în circuitele monofazate cu trei conductoare şi în circuitele polifazate indiferent de secţiunea conductoarelor de fază","b"
"1","Secţiunile conductoarelor de fază trebuie să fie corespunzătoare din punct de vedere al:","tipului reţelei (LEA sau LES)","stabilităţii termice în regim normal de lucru al receptoarelor","căderii de tensiune","b"
"1","La instalaţiile electrice de putere secţiunile conductoarelor de fază trebuie să fie corespunzătoare din punct de vedere al:","stabilităţii termice în regim de scurtă durată la pornire.","tipului cicuitului de alimentare (aerian sau subteran)","stabilităţii termice în regim de defect","a"
"1","Valoarea curentului maxim admisibil într-un conductor în regim permanent de lucru depinde de:","lungimea circuitului","materialul conductorului","secţiunea conductorului","c"
"1","Valoarea curentului maxim admisibil într-un conductor în regim permanent de lucru depinde de:","modul de montare","natura izolaţiei conductorului","lungimea circuitului","b"
"1","La instalaţiile electrice de putere de joasă tensiune, densitatea maximă de curent admisă în regim de scurtă durată la pornire este de:","35 A/mm2 pentru conductoare de aluminiu","35A/mm2 pentru conductoare de cupru","20 A/mm2 pentru conductoare de aluminiu","c"
"1","În cazul în care alimentarea consumatorului se face din cofretul de branşament de joasă tensiune, valorile căderilor de tensiune, în regim normal de funcţionare faţă de tensiunea nominală a reţelei, trebuie să fie de cel mult:","3% pentru receptoarele din instalaţiile electrice de lumină şi 5% pentru restul receptoarelor (forţă etc.)","10% pentru toate tipurile de receptoare","5% pentru receptoarele din instalaţiile electrice de lumină şi 12% pentru restul receptoarelor (forţă etc.)","a"
"1","În cazul instalaţiilor electrice de alimentare a motoarelor electrice, pierderea de tensiune la pornire, faţă de tensiunea nominală (dacă nu se dispune de alte date specificate de producătorul motorului etc.), trebuie să fie cel mult egală cu:","0.2","0.25","0.12","a"
"1","Pentru motoarele monofazate, protecţia contra suprasarcinilor se face:","obligatoriu pe conductorul de fază","obligatoriu pe conductorul neutru","opţional pentru motoare mai mici de 1,1 kW","a"
"1","Alimentarea transformatorului de sonerie sau soneriei de 220(230) V se face: .","numai direct din tabloul de distribuţie","dintr-un circuit de iluminat normal","dintr-un circuit de prize","b"
"1","Secţiunea minimă admisă pentru conductoare de fază din circuite pentru prize monofazate în instalaţiile electrice din interiorul clădirilor este de:","2,5 mm2 cupru,","1,5 mm2 cupru, 2,5 mm2 aluminiu","4 mm2 aluminiu","a"
"1","Secţiunea minimă admisă a conductorului de fază pentru circuitul unui receptor electrocasnic monofazat cu putere de peste 2 kW este de:","2,5 mm2 cupru","1,5 mm2 cupru, 2,5 mm2 aluminiu","4 mm2 aluminiu","a"
"1","Pentru circuite monofazate, conductorul neutru (N) va avea:","aceeaşi secţiune ca şi conductorul de fază","aceeaşi secţiune ca şi conductorul de fază, numai pentru conductoare de cupru","aceeaşi secţiune ca şi conductorul de fază, numai pentru conductoare de aluminiu","a"
"1","Pentru un circuit trifazat cu patru conductoare de aluminiu cu secţiunea conductoarelor de fază de 35 mm2, conductorul neutru are secţiunea minimă de:","16 mm2","25 mm2","35 mm2","b"
"1","Protecţia unui motor trifazat împotriva suprasarcinilor trebuie să fie prevăzută:","pe toate conductoarele de fază şi pe conductorul neutru","pe două conductoare de fază","pe toate conductoarele de fază","c"
"1","Norma tehnică privind delimitarea zonelor de protecție și de siguranță aferente capacitățișor energetice are drept scop stabilirea:","suprafeţelor de teren necesare construirii, exploatării şi mentenanţei liniilor aeriene de energie electrică.","culoarelor de trecere (de funcţionare), respectiv a zonelor de protecţie și de siguranţă ale liniilor electrice aeriene","criteriilor de analiză a oportunităţii de construire a liniilor aeriene de energie electrică;","a"
"1","Utilizarea conductoarelor preizolate conduce la","reducerea pierderilor în rețele","reducerea distanţei dintre faze","eliminarea defectelor datorate căderii accidentale a vegetaţiei pe reţele;","c"
"1","Apropierea LEA de un obiect oarecare este o situație","în care obiectul este amplasat în afara culoarului LEA","de vecinătate în care LEA încrucişează obiectul respectiv;","de vecinătate în care LEA nu încrucişează obiectul respectiv;","c"
"1","Analiza de risc este o documentațíe","tehnică de analiză a impactului nerespectării condițiilor de coexistență reglementate.","economică de analiză a impactului nerespectării condițiilor de coexistență reglementate.","tehnico-economică de analiză a impactului nerespectării condițiilor de coexistență reglementate.","c"
"1","Fundaţiile de beton armat ale stâlpilor LEA peste 1 kV :","nu sunt utilizate şi ca prize de pământ naturale ale stâlpilor","sunt utilizate şi ca prize naturale ale stâlpilor, armăturile din fundaţii fiind conectate electric (sudate) unele de altele şi să fie legate electric la conductorul de protecţie (în cazul în care LEA este prevăzută cu conductor de protecţie) sau la stâlpul metalic sau la armătura stâlpului de beton.","sunt utilizate şi ca prize naturale ale stâlpilor; conectarea electrică a armăturilor din fundaţii este opţională, în funcţie de caracteristicile terenului","b"
"1","Creşterea nivelului de izolaţie se poate realiza","prin alegerea unui tip de stâlp corespunzător","prin utilizarea de izolatoare cu caracteristici electrice superioare","prin utilizarea de izolatoare cu aceleaşi caracteristici electrice şi prin mărirea numărului acestora pe ramură","b"
"1","La pozarea cablurilor de branşament pe stâlpii reţelelor electrice aeriene:","pentru protecţia împotriva deteriorărilor mecanice se poate prevedea introducerea cablurilor în tub metalic pe o porţiune de 2m deasupra solului","pentru protecţia împotriva deteriorărilor mecanice se poate prevedea introducerea cablurilor în tub din PVC pe o porţiune de 2m deasupra solului","reglementările nu prevăd în această situaţie măsuri de protecţie împotriva deteriorărilor mecanice","a"
"1","La subtraversarea străzilor din localităţi, lungimea tubului din PVC de protecţie a cablului de branşament va depăşi limita bordurii cu:","2m","3m","1m","c"
"1","Cablurile de energie la circuitele care alimentează receptoare de importanţă deosebită, se prevăd cu conductoare de cupru atunci când secţiunea conductoarelor (din aluminiu) ar rezulta mai mică de :","10mm2","16mm2","6mm2","a"
"1","Având în vedere experienţa acumulată până în prezent, pentru cazurile cele mai uzuale, în cazul cablurilor de 1 ÷ 10 kV se recomandă alegerea izolaţiei din:","polietilenă (PE)","PVC","de preferinţă polietilenă reticulată (XLPE),","b"
"1","Adâncimea de pozare în pământ a tuburilor sau a blocurilor de cabluri:","trebuie aleasă conform condiţiilor locale","trebuie să respecte valorile minime prevăzute în norme","trebuie să fie de minim 50 cm","a"
"1","Cablurile cu funcţiuni diferite (de exemplu: energie, circuite secundare, telecomunicaţii):","se instalează în tuburi diferite","pot fi instalate în acelaşi tub cablurile care se rezervă reciproc","Se admite să fie instalate în acelaşi tub, în anumite condiţii, numai cablurile care deservesc acelaşi aparat sau receptor","c"
"1","Plăcile de acoperire a canalelor de cabluri se realizează, de preferinţă, din tablă striată:","în exterior","în încăperi sau zone fără pericol de incendiu","în încăperi sau zone cu pericol de incendiu","b"
"1","Plăcile de acoperire a canalelor de cabluri se realizează, de preferinţă, din dale de beton armat:","în exterior","în încăperi sau zone fără pericol de incendiu","în încăperi sau zone cu pericol de incendiu","c"
"1","În subsoluri, poduri de cabluri, încăperi tehnologice, depozite şi alte spaţii cu pericol de incendiu:","este interzisă realizarea de manşoane","nu se realizează, de regulă, manşoane","cablurile de energie care necesită joncţionare se pot manşona în anumite condiţii","b"
"1","Traseele subterane de cabluri se marchează prin borne de marcare la suprafaţă sau prin tăbliţe de marcaj pe clădiri:","întotdeauna","atunci când în desenele de execuţie, traseele de cabluri nu pot fi indicate pe plan prin cote faţă de construcţii fixe","prevederea sau nu a marcării traseelor subterane de cabluri este opţiunea proiectantului","b"
"1","Stâlpii metalici din LEA de joasă tensiune se vor proteja împotriva agenţilor corosivi prin:","vopsire","grunduire","zincare","c"
"1","Fundaţiile burate ale stâlpilor din LEA de joasă tensiune se realizează:","cu un strat de pământ bine compactat","cu straturi de pământ succesive de 20 cm. pământ bine compactat","cu straturi de pământ succesive de 40 cm. pământ bine compactat","b"
"1","În situaţia în care un stâlp de beton al unei LEA de joasă tensiune se ancorează:","ancora se leagă la priza de pământ a stâlpului","se vor monta izolatori de ancoră","proiectantul decide montarea de izolatori de ancoră sau legarea ancorei la priza de pământ a stâlpului","a"
"1","Dacă un stâlp de lemn al unei LEA de joasă tensiune (izolat faţă de pământ) şi nu este prevăzut cu priză de pământ, se ancorează:","ancora se leagă la priza de pământ a stâlpului","se vor monta izolatori de ancoră","proiectantul decide montarea de izolatori de ancoră sau legarea ancorei la priza de pământ a stâlpului","b"
"1","Conductorul de nul, la LEA cu conductoare neizolate:","se dispune în partea de sus a coronamentului, lângă stâlp","se dispune în partea de jos a coronamentului, lângă stâlp","nu are prevăzută prin normative o anumită dispunere","b"
"1","Branşamentul electric este partea din instalaţia de distribuţie a energiei electrice cuprinsă între linia electrică şi:","firida de branşament","coloana electrică","punctul de delimitare între distribuitor şi consumator, reprezentat de bornele contorului","c"
"1","Întrerupătoarele, comutatoarele şi butoanele de lumină se montează, faţă de nivelul pardoselii finite, la înălţimea de:","1m de la axul aparatului","(0,6-1,5) m de la axul aparatului","1,5 m de la axul aparatului","b"
"1","Prevederile normativului I 7 – 2011 se aplică la proiectarea, execuţia şi exploatarea instalaţiilor electrice aferente:","clădirilor cu funcţiuni agroindustriale şi agrozootehnice","protecţiei clădirilor împotriva trăsnetelor","depozitelor de materiale pirotehnice şi explozive","a"
"1","Ca măsură de protecţie mărită conductoarele LEA cu tensiune nominală peste 1 kV trebuie să aibă o secțiune de minimum","50 mm2 pentru funie Al-Ol","35 mm2 pentru funie Al-Ol","25 mm2 pentru funie Al-Ol","b"
"1","Montarea, pe conductoarele de protecţie, a unor elemente care pot produce întreruperea circuitului este:","interzisă","permisă în anumite condiţii","la latitudinea consumatorului","a"
"1","Alimentarea receptoarelor cu rol de securitate la incendiu trebuie asigurată:","întotdeauna din două surse de alimentare independente","dintr-o singură sursă de alimentare, în anumite cazuri","din una sau din două surse, conform opţiunii consumatorului","a"
"1","Amplasarea aparatelor, echipamentelor şi receptoarelor electrice în locuri în care ar putea fi expuse direct la apă, ulei, substanţe corozive, căldură sau şocuri mecanice:","se admite","se admite condiţionat","este interzisă","b"
"1","Amplasarea instalaţiilor electrice sub conducte sau utilaje pe care poate să apară condens:","se admite întotdeauna","este total interzisă","se admite condiţionat","c"
"1","Corpurile de iluminat echipate cu lămpi cu descărcări se prevăd în orice tip de încăpere cu:","grătar protector","dispozitiv pentru îmbunătăţirea factorului de putere","difuzor","b"
"1","Dispozitivele pentru suspendarea corpurilor de iluminat (cârlige, bolţuri, dibluri, etc) se aleg astfel încât să suporte fără deformări:","peste 5 kg","de 5 ori greutatea corpului de iluminat, dar nu mai puţin de 10 kg","de 3 ori greutatea corpului de iluminat utilizat","b"
"1","Este obligatorie protecţia la suprasarcini pentru:","instalaţii din încăperi din categoriile celor cu risc de incendiu sau de explozie","instalaţii de comandă","instalaţii de semnalizare","a"
"1","Utilizarea conductelor metalice pentru apă drept conductoare de protecţie:","este recomandată","este permisă condiţionat","nu este permisă","c"
"1","Îmbinarea tuburilor de protecţie a conductoarelor electrice la trecerile prin elemente de construcţie este:","admisă","interzisă","admisă doar pentru tuburi cu diametru mai mic de 16 mm","b"
"1","În camerele de copii din creşe, grădiniţe, spitale de copii, prizele trebuie montate pe pereţi la următoarele înălţimi măsurate de la axul aparatului la nivelul pardoselii finite:","peste 1m","peste 1,5 m","peste 2m","b"
"1","În cazul consumatorilor racordaţi direct la reţeaua de joasa tensiune a distribuitorului, pornirea directa a motoarelor monofazate se admite pentru o putere de până la:","3 kW","4 kW","5,5 kW","b"
"1","În cazul consumatorilor racordaţi direct la reţeaua de joasă tensiune a distribuitorului, pornirea directă a motoarelor trifazate se admite pentru o putere de până la:","4 kW","5,5 kW","7,5 kW","b"
"1","Tablourile de distribuţie se vor executa","numai în construcţie deschisă","numai în construcţie închisă (protejată)","în construcţie deschisă sau închisă, în funcţie de condiţiile de influenţe externe şi grad de protecţie","c"
"1","În clădirile de locuit se prevăd în fiecare încăpere:","cel mult două prize","prize după necesităţi","cel puţin trei prize","b"
"1","În locuinţe se prevede câte un circuit de priză separat numai pentru receptoare cu puteri de peste:","2 kW","2,5 kW","3 kW","a"
"1","Instalarea conductoarelor electrice în tuburi sau ţevi pozate în pământ:","este interzisă","este admisă","este admisă numai pentru conductoare de cupru","a"
"1","Pe circuitele secundare ale transformatoarelor de curent:","este obligatoriu să se prevadă protecţia la suprasarcină","se recomandă să nu se prevadă protecţia la suprasarcina","se permite renunţarea la protecţia la scurtcircuit","b"
"1","Protecţia la suprasarcini şi protecţia la scurtcircuit","trebuie asigurate prin dispozitive de protecţie separate","pot fi asigurate printr-un singur dispozitiv de protecţie","trebuie asigurate printr-un singur dispozitiv de protecţie","b"
"1","Sigutanţele fuzibile sunt dispozitive care protejează:","numai la curenţi de suprasarcină","numai la curenţi de scurtcircuit","atât la curenţi de suprasarcină cât şi la curenţi de scurtcircuit","c"
"1","În încăperi în care se impun condiţii speciale de protecţie datorită utilizatorilor (copii, bolnavi mintal etc.), prizele trebuie să fie","de tip special (de ex. cu obturatori)","prevăzute cu dispozitive de protecţie diferenţială ≤ 30 mA","montate îngropat","a"
"1","Întrerupătoarele, comutatoarele, şi butoanele de lumină trebuie montate:","numai pe conductoarele de fază","numai pe conductorul de nul","pe fază sau pe nul, nu are importanţă","a"
"1","Reţea cu neutrul izolat este o reţea electrică al cărei punct neutru","este legat la pământ printr-o rezistenţă sau reactanţă suficient de mică pentru a reduce oscilaţiile tranzitorii şi a îmbunătăţii condiţiile de funcţionare selectivă a protecţiei contra defectelor la pământ","are o legătură cu pământul realizată prin aparate de măsurare, de protecţie sau de semnalizare, având o impedanţă foarte mare","nu are nici o legătură voită cu pământul","c"
"1","Reţea cu neutrul legat la pământ este o reţea electrică al cărei punct neutru","este legat la pământ direct","este legat la pământ printr-o rezistenţă sau reactanţă suficient de mică pentru a reduce oscilaţiile tranzitorii şi a îmbunătăţii condiţiile de funcţionare selectivă a protecţiei contra defectelor la pământ","are o legătură cu pământul realizată prin aparate de măsurare, de protecţie sau de semnalizare, având o impedanţă foarte mare","a"
"1","Conturnarea inversă poate să se producă atunci când o lovitură de trăsnet","a atins un conductor de fază şi a provocat o amorsare la un stâlp","atinge două conductoare de fază","atinge direct stâlpul sau un conductor de protecţie (când el există)","c"
"1","Descărcătorul cu coarne","asigură întotdeauna stingerea arcului electric al curentului de însoţire","este constituit din unul sau mai multe eclatoare în aer","realizează funcţia de protecţie prin reducerea nivelului supratensiunilor.","b"
"1","Când se montează cuţite de legare la pământ (fixe), în loc de scurtcircuitoare mobile?","întotdeauna;","atunci când distanţele de izolaţie fază - pământ sunt mari;","atunci când curenţii care se închid prin pământ în caz de scurtcircuit sunt mici.","b"
"1","Culoarea verde-galben pentru izolaţia conductoarelor si cablurilor se foloseşte pentru marcarea conductorului de:","faza","neutru de lucru","de protecţie şi de neutru","c"
"1","În staţii de 220 kV, utilizarea cuţitelor de legare la pământ este obligatorie :","pe toate circuitele de linie;","pe fiecare sistem de bare colectoare şi de ocolire;","numai pentru legarea la pământ a oricărei zone de lucru cuprinse între separatorul de bare şi cel de linie.","a"
"1","În staţii de 400 kV, utilizarea cuţitelor de legare la pământ este obligatorie:","pe toate circuitele de linie;","pe fiecare sistem de bare colectoare şi de ocolire;","numai pentru legarea la pământ a oricărei zone de lucru cuprinse între separatorul de bare şi cel de linie.","b"
"1","La consumatorii alimentaţi din posturi de transformare proprii, puterea celui mai mare motor alimentat pe j.t., care porneşte direct, nu va depăşi:","10 % din puterea transformatorului din care este alimentat","20 % din puterea transformatorului din care este alimentat","30 % din puterea transformatorului din care este alimentat","b"
"1","Legarea conductoarelor din cupru la aparate, maşini, elemente metalice fixe, se face (de regulă) prin strângere mecanică cu şuruburi în cazul conductoarelor cu secţiuni mai mici sau egale cu:","16 mmp","10 mmp","6 mmp","b"
"1","Fiecare conductor conectat la bara principală de legare la pământ la tabloul general:","nu este obligatoriu să poată fi deconectat individual","trebuie să poată fi deconectat uşor, fără utilizarea unei scule","trebuie să poată fi deconectat individual","c"
"1","Legăturile conductoarelor din aluminiu pentru îmbinări sau derivaţii trebuie să se facă:","prin răsucire şi matisare","prin cleme speciale, prin presare cu scule speciale sau prin sudare","prin lipire cu cositor","b"
"1","În instalaţiile electrice pentru şantiere de construcţii şi de demolare, rezistenţa de dispersie a prizei de pământ şi rezistenţa conductoarelor de protecţie până la receptor trebuie să fie de","maximum 1Ω","minimum 4Ω","maximum 4 Ω","c"
"1","Prevederile normativului I 7 – 2011 se aplică la proiectarea, execuţia şi exploatarea instalaţiilor electrice aferente:","clădirilor prefabricate;","minelor şi carierelor","depozitelor de materiale pirotehnice şi explozive","a"
"1","Marcarea conductorului neutru care asigură simultan și funcţia de protecţie (PEN) se face","cu culoarea bleu pe toată lungimea","prin culori verde/galben pe toată lungimea","prin culori verde/galben pe toată lungimea şi suplimentar marcare cu culoarea bleu la fiecare extremitate;","c"
"1","Marcarea conductorului neutru (N) se face:","cu culoarea bleu pe toată lungimea.","prin culori verde/galben pe toată lungimea","cu culoarea bleu la fiecare extremitate;","a"
"1","La circuitele electrice de comandă, automatizare, măsurare şi semnalizare:","se prevăd numai conductoare din aluminiu","se prevăd numai conductoare din cupru","se prevăd conductoare din aluminiu sau cupru","b"
"1","Conform normativului I-7-2011, protecţia de bază reprezintă:","protecţia împotriva şocurilor electrice în absenţa defectului","protecţia care corespunde protecţiei împotriva atingerilor indirecte.","protecţia împotriva şocurilor electrice în caz de defect","b"
"1","Conform normativului I-7-2011, protecţia de bază reprezintă:","protecţia care corespunde protecţiei împotriva atingerilor indirecte.","protecţia care corespunde protecţiei împotriva atingerilor directe.","protecţia împotriva şocurilor electrice în caz de defect","a"
"1","Conform normativului I-7-2011, o coloană electrică este un circuit electric care:","alimentează un tablou de distribuţie.","alimentează un receptor de putere","alimentează mai multe tablouri de distribuţie.","a"
"1","În cazul instalațiilor electrice de joasă tensiune, izolaţia de bază reprezintă:","Izolaţia care asigură protecţia de bază.","izolaţia părţilor active periculoase","izolaţia maselor","a"
"1","Curentul de defect este definit în I-7-2011 ca fiind:","un curent electric care circulă ca urmare a unei suprasarcini","un curent electric care circulă ca urmare a unui defect de izolaţie.","un curent electric care circulă ca urmare a unui scurtcircuit trifazat","b"
"1","Conform normativului I-7-2011, protecţia în caz de defect reprezintă:","o protecţie împotriva şocurilor electrice în condiţii de defect simplu.","protecţia care corespunde protecţiei împotriva atingerilor indirecte.","protecţia care corespunde protecţiei împotriva atingerilor directe.","a"
"1",". Atunci când un echipament nu conţine, prin construcţie, caracteristici corespunzătoare influenţelor externe ale locului (sau amplasamentului):","el nu poate fi utilizat în instalația electrică","el poate fi totuşi utilizat cu condiţia ca instalația să fie montată în tub","el poate fi totuşi utilizat cu condiţia să fie prevăzut cu o protecţie suplimentară corespunzătoare la realizarea instalaţiei","c"
"1","Conform normativului I-7-2011, alimentarea de securitate la un consumator este o alimentare prevăzută pentru menţinerea în funcţiune a echipamentelor şi instalaţiilor electrice importante pentru:","sănătatea şi securitatea persoanelor şi animalelor domestice","evitarea degradării mediului înconjurător","continuarea activității productive a instalațiilor tehnologice ale consumatorului respectiv","a"
"1","Pentru instalaţiile electrice de iluminat şi putere (forţă):","se prevede întotdeauna tablou electric de distribuţie comun","se prevăd întotdeauna tablouri electrice de distribuţie diferite","se prevede tablou electric de distribuţie comun, cu unele excepţii:","c"
"1","În funcţie de dispunerea conductorului neutru şi a conductorului de protecţie reţelele de tip TN se pot realiza în:","Schema TN - S","Schema TN-C","Schema TN-S-C","b"
"1","Rezistenţa prizei de pământ folosite pentru protecţia împotriva şocurilor electrice, atunci când aceasta este comună cu priza de pământ pentru instalaţia de protecţie a clădirii împotriva trăsnetelor, poate fi:","cel mult 1 Ω","cel mult 4 Ω","cel mult 10 Ω","a"
"1","La bateriile de condensatoare de joasă tensiune fracționabile cu trepte comutabile se prevăd dispozitive de descărcare:","manuală","automată","manuală sau automată","b"
"1","Condensatoarele legate direct la bornele receptoarelor de joasă tensiune:","nu se prevăd cu dispozitive speciale de descărcare","se prevăd cu dispozitive speciale de descărcare","se prevăd cu dispozitive speciale de descărcare în anumite situații","a"
"1","În rețelele în care funcțiunile de conductor de protecție și de conductor neutru sunt îndeplinite de un singur conductor (PEN)","porțiunea comună trebuie să nu se găsească în aval de un dispozitiv de protecție la curent diferențial rezidual","porțiunea comună se poate găsi în aval de un dispozitiv de protecție la curent diferențial rezidual, dacă rețeaua este de tip TN","porțiunea comună se poate găsi în aval de un dispozitiv de protecție la curent diferențial rezidual, dacă rețeaua este de tip TT","a"
"1","Secțiunea conductorului PEN trebuie să fie cel puțin egală cu","10 mm2 Cu sau Al","6 mm2 Cu sau 10 mm2 Al","10 mm2 Cu sau 16 mm2 Al","c"
"1","Atunci când secţiunea conductorului neutru este cel puţin egală sau echivalentă cu a conductorului de fază,","nu este necesar să se prevadă o protecţie de supracurent pe conductorul neutru dacă rețeaua este de tip TN","nu este necesar să se prevadă o protecţie de supracurent pe conductorul neutru dacă rețeaua este de tip TT","nu este cazul să se prevadă o protecţie de supracurent pe conductorul neutru dacă rețeaua este de tip IT","a"
"1","Într-o rețea de tip TN, atunci când secţiunea conductorului neutru este mai mica decât cea a conductoarelor de fază,","este necesar să se prevadă o protecţie de supracurent pe conductorul neutru, corespunzătoare secţiunii conductorului de fază.","este necesar să se prevadă o protecţie de supracurent pe conductorul neutru, corespunzătoare secţiunii acestui conductor.","nu este necesar să se prevadă o protecţie de supracurent pe conductorul neutru","c"
"1","Protecţia de supracurent prevăzută pe conductorul neutru trebuie să producă deconectarea","conductoarelor active","conductorului neutru, numai dacă este o rețea IT","conductorului neutru, numai dacă este o rețea TT","b"
"1","Instalarea prizelor în depozitele cu materiale combustibile categoria BE2","nu se admite","se admite","se admite condiţionat","c"
"1","Conform prevederilor I 7 - 2011, alegerea secţiunii conductoarelor şi barelor din interiorul unui tablou este responsabilitatea .","proiectantului instalației electrice","producătorului","verificatorului de proiect","b"
"1","Dacă de la orice punct al unei instalaţii funcţiile de conductor neutru (N) şi de conductor de protecţie (PE) sunt asigurate prin conductoare separate,","este permis să se conecteze conductorul neutru la orice altă parte a instalaţiei legată la pământ","este permis să se conecteze conductorul neutru la orice altă parte a instalaţiei legată la pământ, în anumite situații","nu este permis să se conecteze conductorul neutru la orice altă parte a instalaţiei legată la pământ","c"
"1","Dacă de la orice punct al unei instalaţii funcţiile de conductor neutru (N) şi de conductor de protecţie (PE) sunt asigurate prin conductoare separate,","Se prevede bornă sau bară comune pentru conductoarele de neutru şi respectiv conductoarele de protecţie.","Se prevăd borne sau bare separate pentru conductoarele de neutru şi respectiv conductoarele de protecţie.","Se prevăd borne sau bare separate pentru conductoarele de neutru şi respectiv conductoarele de protecţie, în anumite situații","b"
"1","Izolaţia dublă este .","izolaţie realizată prin utilizarea împreună a unei izolaţii de bază şi a unei izolaţii suplimentare","izolaţia părţilor active periculoase care asigură un grad de protecţie împotriva şocurilor electrice, echivalent celui unei izolaţii duble","izolaţia independentă prevăzută suplimentar faţă de izolaţia de bază, pentru protecţie în caz de defect.","a"
"1","Izolaţia întărită este .","izolaţie realizată prin utilizarea împreună a unei izolaţii de bază şi a unei izolaţii suplimentare","izolaţia părţilor active periculoase care asigură un grad de protecţie împotriva şocurilor electrice, echivalent celui unei izolaţii duble","izolaţia independentă prevăzută suplimentar faţă de izolaţia de bază, pentru protecţie în caz de defect.","b"
"1","Utilizarea dispozitivelor de curent diferenţial rezidual DDR reprezintă:","o măsură tehnică de protecţie pentru protecţia de bază","o măsură tehnică de protecţie pentru protecţia de defect","o măsură tehnică suplimentară","c"
"1","În cazul unei clădiri alimentate dintr-un post de transformare, între priza de pământ a clădirii şi priza de pământ a postului de transformare trebuie să fie o distanţă de:","cel mult 1000 m","cel puţin 20 m","cel puţin 40 m","b"
"1","În cazul unei clădiri alimentate dintr-un post de transformare :","se prevăd întotdeauna prize de pământ separate, la clădire și la postul de transformare","în anumite situații se prevede o priză de pământ comună cu rezistenţă de cel mult 1 Ω.","în anumite situații se prevede o priză de pământ comună cu rezistenţă de cel mult 4 Ω.","b"
"1","Montarea în contact direct cu materiale combustibile se admite","pentru toate tuburile şi plintele din materiale plastice","pentru cabluri rezistente la foc","pentru cabluri cu întârziere la propagarea flăcării","b"
"1","Prizele cu tensiunea de 230 V care se montează într-o instalație electrică trebuie să fie întotdeauna:","în construcţie capsulată","cu contact de protecţie","în execuţie sub tencuială","b"
"1","Conform I7/2011, conductor de protecţie (PE)","este un conductor prevăzut în linile aeriene de joasă tensiune pentru protecția împotriva loviturilor de trăsnet","este un conductor prevăzut în scopuri de securitate, de exemplu protecţia împotriva şocurilor electrice.","nu există conductor de protecție în instalațiile de joasă tensiune","b"
"1","Separarea de protecţie – este o separare între două circuite electrice prin intermediul:","unei izolaţii de bază","unei protecţii electrice printr-un ecran,","unei izolaţii duble","b"
"1","Separarea de protecţie – este o separare între două circuite electrice prin intermediul:","unei izolaţii întărite","unei protecţii electrice printr-un ecran,","unei izolaţii de bază","a"
"1","Legarea la pământ reprezintă realizarea unei legături electrice","numai între un punct dat al unui echipament şi un pământ local.","numai între un punct dat al unei reţele şi un pământ local.","între un punct dat al unei reţele sau al unui echipament şi un pământ local.","b"
"1","Legarea la pământ reprezintă realizarea unei legături electrice","numai între un punct dat al unei instalaţii electrice şi un pământ local.","numai între un punct dat al unei reţele şi un pământ local.","între un punct dat al unei reţele sau al unei instalaţii electrice şi un pământ local.","c"
"1","Conductoarele, barele, tuburile etc.","nu se pot dispune pe trasee comune cu traseele altor instalaţii","se pot dispune pe trasee comune cu traseele altor instalaţii cu îndeplinirea unor condiţii","se pot dispune pe trasee comune cu traseele altor instalaţii, fără alte condiții, dacă sunt în montaj aparent.","b"
"1","In România tensiunea nominala de joasă tensiune asigurata de reţeaua de distribuţie publică","este monofazata 230 V şi trifazata 400/230V, în sistem TN-S","este monofazata 400 V şi trifazata 690 V, în sistem TN-C","este monofazata 230 V şi trifazata 400/230V, în sistem TN-C","c"
"1","Utilizarea conductelor metalice pentru gaze şi/sau lichide inflamabile drept conductoare de protecţie:","este recomandată","este permisă condiţionat","nu este permisă","c"
"1","Dacă instalaţiile electrice sunt în distribuţie prefabricată în învelişuri metalice (cutii, carcase), aceste învelişuri","pot fi utilizate drept conductoare de protecţie, în anumite condiții","nu pot fi utilizate drept conductoare de protecţie","pot fi utilizate întotdeauna drept conductoare de protecţie","a"
